population_affected,casualty_count,structure_damage_pct,road_accessibility_score,hours_since_last_goods,goods_received_ratio,vulnerability_index,priority_score
2503,1,0.8606,1.0,0,0.2969,0.6121,16.59
66,3,0.9333,0.0,44,0.4216,0.3924,41.82
2256,1,0.77,0.5,11,0.6106,0.5046,23.69
2692,3,0.1649,0.0,61,0.3633,0.0858,46.53
1563,4,0.1871,0.5,44,0.143,0.2967,33.96
1643,5,0.2196,0.5,21,0.1046,0.0887,23.56
1412,2,0.1657,0.5,33,0.0411,0.3266,24.13
1904,5,0.1969,1.0,120,0.4809,0.2311,11.49
5521,20,0.9285,1.0,21,0.1975,0.2981,23.52
3883,4,0.2854,0.5,82,0.3184,0.5111,30.43
1902,3,0.3296,1.0,5,0.7173,0.3403,14.74
1532,3,0.7407,1.0,3,0.5861,0.2641,3.98
3636,4,0.9462,0.5,19,0.524,0.3508,37.44
2387,6,0.0331,0.0,41,0.025,0.2346,43.85
844,3,0.1551,1.0,23,0.326,0.3074,12.7
1736,3,0.0792,1.0,20,0.3607,0.3425,16.1
5137,24,0.1435,0.5,15,0.3336,0.1874,37.37
3036,2,0.1723,1.0,57,0.4493,0.4661,21.45
1545,4,0.7826,0.5,38,0.1501,0.0883,40.39
531,4,0.1186,0.5,65,0.0776,0.238,35.36
2494,4,0.1776,1.0,2,0.7225,0.4113,6.7
2136,2,0.1374,1.0,89,0.3149,0.5292,7.55
1857,1,0.0063,0.0,6,0.5056,0.4162,36.75
3664,3,0.1124,0.0,37,0.0999,0.1229,46.44
3062,1,0.351,0.5,45,0.2852,0.2479,21.0
550,6,0.2794,0.5,11,0.3544,0.2398,25.59
2145,3,0.0838,1.0,57,0.3868,0.5178,1.63
695,1,0.3755,0.0,96,0.1269,0.5711,55.6
1431,4,0.1299,1.0,75,0.2552,0.1796,17.55
646,6,0.2181,0.5,12,0.4255,0.4518,21.3
669,5,0.0289,0.5,35,0.1905,0.5137,27.12
2718,2,0.2147,0.5,80,0.4539,0.4598,33.73
2528,3,0.0479,1.0,8,0.4856,0.2546,11.99
2027,6,0.3659,0.5,87,0.1734,0.2712,35.94
1332,3,0.8269,0.5,10,0.4181,0.4342,34.51
601,2,0.3286,0.5,11,0.6107,0.3594,16.84
1437,2,0.0313,0.5,43,0.1891,0.2332,25.52
2537,2,0.1796,0.5,81,0.344,0.1778,40.5
2495,3,0.2897,1.0,6,0.4863,0.2393,9.48
5066,12,0.1468,1.0,8,0.4643,0.3266,19.98
4590,3,0.2848,0.0,83,0.4177,0.5181,47.24
2088,4,0.0433,1.0,5,0.3457,0.401,20.82
1425,3,0.134,0.0,24,0.6002,0.3515,41.02
1073,4,0.1151,0.5,48,0.0292,0.4512,22.63
512,3,0.0952,0.0,4,0.2442,0.2993,42.81
769,4,0.0622,0.0,43,0.2746,0.4725,36.29
2539,4,0.1905,0.5,28,0.1817,0.331,32.75
3211,8,0.1899,0.5,0,0.4813,0.2176,33.55
1662,0,0.0827,0.5,177,0.7558,0.4087,45.52
8687,22,0.2783,0.0,15,0.0309,0.5275,62.54
776,2,0.4708,0.0,15,0.2116,0.4635,42.09
461,1,0.1278,0.0,42,0.0922,0.5856,31.04
8589,16,0.0226,0.5,117,0.4649,0.4865,47.2
572,4,0.0949,0.0,47,0.0991,0.4407,38.96
1645,2,0.3239,0.5,63,0.2991,0.149,28.93
1151,6,0.008,0.5,23,0.197,0.2148,23.07
2676,2,0.6939,0.0,89,0.1184,0.1596,56.36
1549,1,0.206,1.0,29,0.1566,0.2259,8.4
3218,3,0.2521,0.5,57,0.4183,0.4086,34.55
3716,3,0.1367,0.5,90,0.129,0.3531,35.24
507,6,0.8465,0.5,27,0.7298,0.3365,26.76
1043,2,0.1953,0.5,124,0.4799,0.299,29.04
3413,0,0.1518,0.5,80,0.3335,0.3247,33.37
4231,2,0.9372,1.0,85,0.6582,0.5563,32.52
2340,3,0.0505,0.5,59,0.5577,0.2597,24.6
2819,0,0.1365,0.5,4,0.1523,0.31,25.68
5281,18,0.3037,0.5,88,0.3602,0.2393,46.42
1564,3,0.2292,1.0,95,0.0381,0.297,18.49
2322,2,0.2545,0.0,6,0.4352,0.2075,31.48
4593,1,0.7351,0.5,80,0.0801,0.2493,42.52
4787,2,0.5504,0.5,55,0.0818,0.3045,30.02
1915,2,0.3418,1.0,35,0.0658,0.4729,7.53
1071,3,0.4397,1.0,12,0.1362,0.4957,6.21
1899,8,0.6322,1.0,26,0.2694,0.2722,17.12
2040,10,0.0378,1.0,37,0.3978,0.2414,9.72
1038,5,0.2733,0.5,15,0.1045,0.4759,20.45
1175,3,0.0931,0.0,2,0.3968,0.2715,39.49
4791,6,0.6298,1.0,53,0.4101,0.5469,24.22
2912,2,0.7571,0.5,78,0.285,0.4554,41.42
1651,2,0.2729,0.0,21,0.1576,0.2232,38.07
820,4,0.0748,0.0,55,0.0554,0.6114,43.82
1187,5,0.0212,0.5,171,0.1146,0.39,42.56
423,2,0.0744,0.5,133,0.1648,0.3039,26.07
2385,2,0.2322,0.5,37,0.0585,0.3154,26.32
1133,2,0.0089,0.5,12,0.2581,0.2723,27.71
2524,3,0.0425,0.0,81,0.0257,0.2048,47.39
3388,2,0.8421,0.0,13,0.026,0.5172,49.16
2551,1,0.2372,1.0,130,0.7027,0.3443,19.51
1495,4,0.1805,1.0,17,0.2407,0.3375,17.49
993,2,0.0669,1.0,48,0.2077,0.5508,11.89
715,1,0.0521,0.0,81,0.6067,0.1687,41.17
4485,4,0.1116,1.0,31,0.2588,0.3586,16.88
2472,2,0.5045,1.0,13,0.1456,0.4479,6.92
1563,1,0.1414,0.5,9,0.4589,0.2907,25.54
3084,4,0.2408,0.5,26,0.5579,0.2018,24.47
4012,2,0.0986,0.0,202,0.4037,0.397,52.57
1152,3,0.0306,0.5,25,0.3384,0.284,15.5
2418,2,0.5801,1.0,32,0.2981,0.3064,8.37
2454,2,0.2137,0.5,3,0.508,0.1405,13.09
5133,21,0.1324,0.0,38,0.3116,0.1533,48.69
1546,2,0.9346,0.5,102,0.4263,0.4581,36.05
962,2,0.359,1.0,1,0.8786,0.1818,11.89
2614,5,0.3389,1.0,3,0.6457,0.1211,11.85
3264,3,0.2981,0.5,103,0.3373,0.1015,37.12
2276,5,0.1322,1.0,53,0.213,0.3147,22.21
5366,22,0.4264,0.0,46,0.3726,0.3613,43.53
1542,3,0.1896,0.0,240,0.4303,0.4198,61.07
2318,3,0.027,0.0,17,0.1941,0.442,43.11
548,1,0.2981,1.0,21,0.2754,0.461,13.95
916,5,0.2511,1.0,52,0.6005,0.4072,4.16
1159,3,0.0369,1.0,20,0.0749,0.5459,7.85
1749,2,0.8731,1.0,44,0.1947,0.2827,13.98
639,3,0.0552,0.5,6,0.7902,0.2402,13.62
3054,2,0.1821,0.5,240,0.4547,0.504,57.8
